Segment,Country, Product , Discount Band ,Units Sold, Manufacturing Price , Sale Price , Gross Sales , Discounts ,  Sales , COGS , Profit ,Date,Month Number, Month Name ,Year
Beverages,United States of America, Bourbon , Low ,8086.05, $265.20 , $44.20 ," $170,192.10 "," $5,105.76 "," $165,086.34 "," $85,096.05 "," $61,530.99 ",01/04/2023,4, April ,2023
Dairy Products,Switzerland, Arabica , Low ,5205.9, $552.50 , $26.52 ," $65,743.08 "," $1,972.29 "," $63,770.79 "," $16,435.77 "," $36,411.55 ",01/01/2023,1, January ,2023
Snacks,Belgium, Typica , Low ,4265.1, $11.05 , $33.15 ," $67,327.65 "," $2,693.11 "," $64,634.54 "," $44,885.10 "," $15,191.88 ",01/10/2023,10, October ,2023
Snacks,Belgium, Blue Mountain Coffee , Low ,4265.1, $22.10 , $33.15 ," $67,327.65 "," $2,693.11 "," $64,634.54 "," $44,885.10 "," $15,191.88 ",01/10/2023,10, October ,2023
Frozen Foods,Switzerland, Robusta , Low ,4244.1, $6.63 , $663.00 ," $1,339,923.00 "," $53,596.92 "," $1,286,326.08 "," $1,116,602.50 "," $130,556.60 ",01/10/2023,10, October ,2023
Beverages,China, Robusta , Low ,575.4, $6.63 , $773.50 ," $211,939.00 "," $8,477.56 "," $203,461.44 "," $157,440.40 "," $35,400.80 ",01/12/2023,12, December ,2023
Snacks,United States of America, Typica , Low ,4130.7, $11.05 , $33.15 ," $65,206.05 "," $2,608.24 "," $62,597.81 "," $43,470.70 "," $14,713.16 ",01/03/2023,3, March ,2023
Frozen Foods,Switzerland, Typica , Low ,3903.9, $11.05 , $663.00 ," $1,232,517.00 "," $49,300.68 "," $1,183,216.32 "," $1,027,097.50 "," $120,091.40 ",01/08/2023,8, August ,2023
Frozen Foods,Switzerland, Typica , Low ,4244.1, $11.05 , $663.00 ," $1,339,923.00 "," $53,596.92 "," $1,286,326.08 "," $1,116,602.50 "," $130,556.60 ",01/10/2023,10, October ,2023
Packaged and Prepared Foods,Belgium, Typica , Low ,2389.8, $11.05 , $276.25 ," $314,372.50 "," $12,574.90 "," $301,797.60 "," $301,797.60 ", $-   ,01/12/2023,12, December ,2023
Beverages,United States of America, Blue Mountain Coffee , Low ,8927.1, $22.10 , $15.47 ," $65,762.97 "," $2,630.52 "," $63,132.45 "," $46,973.55 "," $12,429.92 ",01/01/2023,1, January ,2023
Packaged and Prepared Foods,Switzerland, Blue Mountain Coffee , Low ,1669.5, $22.10 , $276.25 ," $219,618.75 "," $8,784.75 "," $210,834.00 "," $210,834.00 ", $-   ,01/03/2023,3, March ,2023
Frozen Foods,Switzerland, Blue Mountain Coffee , Low ,2970.45, $22.10 , $663.00 ," $937,813.50 "," $37,512.54 "," $900,300.96 "," $781,511.25 "," $91,376.70 ",01/04/2023,4, April ,2023
Frozen Foods,China, Blue Mountain Coffee , Low ,6127.8, $22.10 , $663.00 ," $1,934,634.00 "," $77,385.36 "," $1,857,248.64 "," $1,612,195.00 "," $188,502.80 ",01/05/2023,5, May ,2023
Beverages,China, Blue Mountain Coffee , Low ,7245, $22.10 , $773.50 ," $2,668,575.00 "," $106,743.00 "," $2,561,832.00 "," $1,982,370.00 "," $445,740.00 ",01/07/2023,7, July ,2023
Packaged and Prepared Foods,Japan, Blue Mountain Coffee , Low ,6274.8, $22.10 , $276.25 ," $825,435.00 "," $33,017.40 "," $792,417.60 "," $792,417.60 ", $-   ,01/07/2023,7, July ,2023
Snacks,United States of America, Blue Mountain Coffee , Low ,457.8, $22.10 , $33.15 ," $7,226.70 ", $289.07 ," $6,937.63 "," $4,817.80 "," $1,630.64 ",01/09/2023,9, September ,2023
Beverages,United States of America, Blue Mountain Coffee , Low ,4355.4, $22.10 , $44.20 ," $91,670.80 "," $3,666.83 "," $88,003.97 "," $45,835.40 "," $32,437.36 ",01/09/2023,9, September ,2023
Beverages,China, Blue Mountain Coffee , Low ,2217.6, $22.10 , $44.20 ," $46,675.20 "," $1,867.01 "," $44,808.19 "," $23,337.60 "," $16,515.84 ",01/09/2023,9, September ,2023
Beverages,China, Blue Mountain Coffee , Low ,575.4, $22.10 , $773.50 ," $211,939.00 "," $8,477.56 "," $203,461.44 "," $157,440.40 "," $35,400.80 ",01/12/2023,12, December ,2023
Packaged and Prepared Foods,Belgium, Blue Mountain Coffee , Low ,2389.8, $22.10 , $276.25 ," $314,372.50 "," $12,574.90 "," $301,797.60 "," $301,797.60 ", $-   ,01/12/2023,12, December ,2023
Dairy Products,China, Bourbon , Low ,3076.5, $265.20 , $26.52 ," $38,851.80 "," $1,554.07 "," $37,297.73 "," $9,712.95 "," $21,219.06 ",01/03/2023,3, March ,2023
Beverages,Japan, Bourbon , Low ,4571.7, $265.20 , $773.50 ," $1,683,909.50 "," $67,356.38 "," $1,616,553.12 "," $1,250,904.20 "," $281,268.40 ",01/10/2023,10, October ,2023
Dairy Products,Japan, Arabica , Low ,1818.6, $552.50 , $26.52 ," $22,966.32 ", $918.65 ," $22,047.67 "," $5,741.58 "," $12,543.14 ",01/05/2023,5, May ,2023
Beverages,Japan, Arabica , Low ,4571.7, $552.50 , $773.50 ," $1,683,909.50 "," $67,356.38 "," $1,616,553.12 "," $1,250,904.20 "," $281,268.40 ",01/10/2023,10, October ,2023
Beverages,Belgium, Caturra , Low ,3916.5, $574.60 , $773.50 ," $1,442,577.50 "," $57,703.10 "," $1,384,874.40 "," $1,071,629.00 "," $240,958.00 ",01/02/2023,2, February ,2023
Packaged and Prepared Foods,Belgium, Caturra , Low ,2255.4, $574.60 , $276.25 ," $296,692.50 "," $11,867.70 "," $284,824.80 "," $284,824.80 ", $-   ,01/04/2023,4, April ,2023
Beverages,Switzerland, Caturra , Low ,4004.7, $574.60 , $773.50 ," $1,475,064.50 "," $59,002.58 "," $1,416,061.92 "," $1,095,762.20 "," $246,384.40 ",01/09/2023,9, September ,2023
Beverages,Switzerland, Blue Mountain Coffee , Medium ,2881.2, $22.10 , $15.47 ," $21,224.84 "," $1,061.24 "," $20,163.60 "," $15,160.60 "," $3,848.46 ",01/01/2023,1, January ,2023
Beverages,Belgium, Blue Mountain Coffee , Medium ,5646.9, $22.10 , $15.47 ," $41,598.83 "," $2,079.94 "," $39,518.89 "," $29,713.45 "," $7,542.65 ",01/10/2023,10, October ,2023
Dairy Products,United States of America, Blue Mountain Coffee , Medium ,5105.1, $22.10 , $26.52 ," $64,470.12 "," $3,223.51 "," $61,246.61 "," $16,117.53 "," $34,714.68 ",01/12/2023,12, December ,2023
Dairy Products,United States of America, Bourbon , Medium ,5105.1, $265.20 , $26.52 ," $64,470.12 "," $3,223.51 "," $61,246.61 "," $16,117.53 "," $34,714.68 ",01/12/2023,12, December ,2023
Beverages,Belgium, Arabica , Medium ,5646.9, $552.50 , $15.47 ," $41,598.83 "," $2,079.94 "," $39,518.89 "," $29,713.45 "," $7,542.65 ",01/10/2023,10, October ,2023
Beverages,Belgium, Caturra , Medium ,3534.3, $574.60 , $15.47 ," $26,036.01 "," $1,301.80 "," $24,734.21 "," $18,597.15 "," $4,720.82 ",01/07/2023,7, July ,2023
Dairy Products,Belgium, Caturra , Medium ,2358.3, $574.60 , $26.52 ," $29,781.96 "," $1,489.10 "," $28,292.86 "," $7,445.49 "," $16,036.44 ",01/08/2023,8, August ,2023
Dairy Products,Japan, Robusta , Medium ,3916.5, $6.63 , $26.52 ," $49,459.80 "," $2,472.99 "," $46,986.81 "," $12,364.95 "," $26,632.20 ",01/02/2023,2, February ,2023
Dairy Products,Switzerland, Robusta , Medium ,2343.6, $6.63 , $26.52 ," $29,596.32 "," $1,479.82 "," $28,116.50 "," $7,399.08 "," $15,936.48 ",01/02/2023,2, February ,2023
Beverages,Japan, Robusta , Medium ,3282.3, $6.63 , $44.20 ," $69,084.60 "," $3,454.23 "," $65,630.37 "," $34,542.30 "," $23,913.90 ",01/05/2023,5, May ,2023
Frozen Foods,China, Robusta , Medium ,2081.1, $6.63 , $663.00 ," $657,033.00 "," $32,851.65 "," $624,181.35 "," $547,527.50 "," $58,964.50 ",01/06/2023,6, June ,2023
Snacks,Belgium, Robusta , Medium ,5861.1, $6.63 , $33.15 ," $92,521.65 "," $4,626.08 "," $87,895.57 "," $61,681.10 "," $20,164.98 ",01/11/2023,11, November ,2023
Beverages,China, Robusta , Medium ,1197, $6.63 , $15.47 ," $8,817.90 ", $440.90 ," $8,377.01 "," $6,298.50 "," $1,598.85 ",01/12/2023,12, December ,2023
Beverages,Japan, Robusta , Medium ,5222.7, $6.63 , $15.47 ," $38,473.89 "," $1,923.69 "," $36,550.20 "," $27,481.35 "," $6,976.04 ",01/12/2023,12, December ,2023
Beverages,Japan, Typica , Medium ,2907.45, $11.05 , $773.50 ," $1,070,910.75 "," $53,545.54 "," $1,017,365.21 "," $795,533.70 "," $170,639.63 ",01/01/2023,1, January ,2023
Packaged and Prepared Foods,China, Typica , Medium ,7616.7, $11.05 , $276.25 ," $1,001,958.75 "," $50,097.94 "," $951,860.81 "," $961,880.40 "," $(7,707.38)",01/07/2023,7, July ,2023
Dairy Products,Switzerland, Typica , Medium ,4918.2, $11.05 , $26.52 ," $62,109.84 "," $3,105.49 "," $59,004.35 "," $15,527.46 "," $33,443.76 ",01/11/2023,11, November ,2023
Beverages,Japan, Blue Mountain Coffee , Medium ,2736.3, $22.10 , $44.20 ," $57,592.60 "," $2,879.63 "," $54,712.97 "," $28,796.30 "," $19,935.90 ",01/02/2023,2, February ,2023
Packaged and Prepared Foods,China, Blue Mountain Coffee , Medium ,6283.2, $22.10 , $276.25 ," $826,540.00 "," $41,327.00 "," $785,213.00 "," $793,478.40 "," $(6,358.00)",01/03/2023,3, March ,2023
Packaged and Prepared Foods,Japan, Blue Mountain Coffee , Medium ,5008.5, $22.10 , $276.25 ," $658,856.25 "," $32,942.81 "," $625,913.44 "," $632,502.00 "," $(5,068.13)",01/03/2023,3, March ,2023
Frozen Foods,Belgium, Blue Mountain Coffee , Medium ,3374.7, $22.10 , $663.00 ," $1,065,441.00 "," $53,272.05 "," $1,012,168.95 "," $887,867.50 "," $95,616.50 ",01/04/2023,4, April ,2023
Beverages,China, Blue Mountain Coffee , Medium ,4886.7, $22.10 , $15.47 ," $35,998.69 "," $1,799.93 "," $34,198.76 "," $25,713.35 "," $6,527.24 ",01/05/2023,5, May ,2023
Frozen Foods,China, Blue Mountain Coffee , Medium ,2081.1, $22.10 , $663.00 ," $657,033.00 "," $32,851.65 "," $624,181.35 "," $547,527.50 "," $58,964.50 ",01/06/2023,6, June ,2023
Beverages,China, Blue Mountain Coffee , Medium ,1264.2, $22.10 , $773.50 ," $465,647.00 "," $23,282.35 "," $442,364.65 "," $345,909.20 "," $74,196.50 ",01/06/2023,6, June ,2023
Snacks,Japan, Blue Mountain Coffee , Medium ,5502, $22.10 , $33.15 ," $86,853.00 "," $4,342.65 "," $82,510.35 "," $57,902.00 "," $18,929.50 ",01/09/2023,9, September ,2023
Packaged and Prepared Foods,China, Blue Mountain Coffee , Medium ,1808.1, $22.10 , $276.25 ," $237,851.25 "," $11,892.56 "," $225,958.69 "," $228,337.20 "," $(1,829.63)",01/10/2023,10, October ,2023
Beverages,China, Blue Mountain Coffee , Medium ,5592.3, $22.10 , $44.20 ," $117,704.60 "," $5,885.23 "," $111,819.37 "," $58,852.30 "," $40,743.90 ",01/12/2023,12, December ,2023
Snacks,China, Bourbon , Medium ,1165.5, $265.20 , $33.15 ," $18,398.25 ", $919.91 ," $17,478.34 "," $12,265.50 "," $4,009.88 ",01/01/2023,1, January ,2023
Snacks,Belgium, Bourbon , Medium ,6008.1, $265.20 , $33.15 ," $94,842.15 "," $4,742.11 "," $90,100.04 "," $63,228.10 "," $20,670.73 ",01/01/2023,1, January ,2023
Packaged and Prepared Foods,Switzerland, Bourbon , Medium ,1694.7, $265.20 , $276.25 ," $222,933.75 "," $11,146.69 "," $211,787.06 "," $214,016.40 "," $(1,714.88)",01/02/2023,2, February ,2023
Beverages,China, Bourbon , Medium ,1264.2, $265.20 , $773.50 ," $465,647.00 "," $23,282.35 "," $442,364.65 "," $345,909.20 "," $74,196.50 ",01/06/2023,6, June ,2023
Beverages,China, Bourbon , Medium ,5947.2, $265.20 , $44.20 ," $125,174.40 "," $6,258.72 "," $118,915.68 "," $62,587.20 "," $43,329.60 ",01/08/2023,8, August ,2023
Beverages,Japan, Bourbon , Medium ,3315.9, $265.20 , $44.20 ," $69,791.80 "," $3,489.59 "," $66,302.21 "," $34,895.90 "," $24,158.70 ",01/08/2023,8, August ,2023
Packaged and Prepared Foods,China, Bourbon , Medium ,1808.1, $265.20 , $276.25 ," $237,851.25 "," $11,892.56 "," $225,958.69 "," $228,337.20 "," $(1,829.63)",01/10/2023,10, October ,2023
Frozen Foods,Switzerland, Bourbon , Medium ,2625, $265.20 , $663.00 ," $828,750.00 "," $41,437.50 "," $787,312.50 "," $690,625.00 "," $74,375.00 ",01/12/2023,12, December ,2023
Beverages,China, Arabica , Medium ,5592.3, $552.50 , $44.20 ," $117,704.60 "," $5,885.23 "," $111,819.37 "," $58,852.30 "," $40,743.90 ",01/12/2023,12, December ,2023
Beverages,China, Arabica , Medium ,1197, $552.50 , $15.47 ," $8,817.90 ", $440.90 ," $8,377.01 "," $6,298.50 "," $1,598.85 ",01/12/2023,12, December ,2023
Beverages,Japan, Arabica , Medium ,5222.7, $552.50 , $15.47 ," $38,473.89 "," $1,923.69 "," $36,550.20 "," $27,481.35 "," $6,976.04 ",01/12/2023,12, December ,2023
Beverages,Switzerland, Caturra , Medium ,2835, $574.60 , $773.50 ," $1,044,225.00 "," $52,211.25 "," $992,013.75 "," $775,710.00 "," $166,387.50 ",01/02/2023,2, February ,2023
Beverages,United States of America, Caturra , Medium ,1159.2, $574.60 , $773.50 ," $426,972.00 "," $21,348.60 "," $405,623.40 "," $317,179.20 "," $68,034.00 ",01/08/2023,8, August ,2023
Frozen Foods,Switzerland, Caturra , Medium ,2625, $574.60 , $663.00 ," $828,750.00 "," $41,437.50 "," $787,312.50 "," $690,625.00 "," $74,375.00 ",01/12/2023,12, December ,2023
Snacks,Japan, Blue Mountain Coffee , Medium ,7982.1, $22.10 , $33.15 ," $126,003.15 "," $7,560.19 "," $118,442.96 "," $84,002.10 "," $26,492.97 ",01/04/2023,4, April ,2023
Beverages,China, Robusta , Medium ,2346.75, $6.63 , $44.20 ," $49,393.50 "," $2,963.61 "," $46,429.89 "," $24,696.75 "," $16,717.80 ",01/01/2023,1, January ,2023
Snacks,United States of America, Robusta , Medium ,5972.4, $6.63 , $33.15 ," $94,278.60 "," $5,656.72 "," $88,621.88 "," $62,852.40 "," $19,822.68 ",01/06/2023,6, June ,2023
Dairy Products,Belgium, Robusta , Medium ,1180.2, $6.63 , $26.52 ," $14,904.24 ", $894.25 ," $14,009.99 "," $3,726.06 "," $7,910.71 ",01/09/2023,9, September ,2023
Snacks,China, Robusta , Medium ,4263, $6.63 , $33.15 ," $67,294.50 "," $4,037.67 "," $63,256.83 "," $44,863.00 "," $14,149.10 ",01/11/2023,11, November ,2023
Beverages,Belgium, Typica , Medium ,2058, $11.05 , $773.50 ," $758,030.00 "," $45,481.80 "," $712,548.20 "," $563,108.00 "," $114,954.00 ",01/04/2023,4, April ,2023
Beverages,Switzerland, Typica , Medium ,3066, $11.05 , $773.50 ," $1,129,310.00 "," $67,758.60 "," $1,061,551.40 "," $838,916.00 "," $171,258.00 ",01/05/2023,5, May ,2023
Dairy Products,China, Typica , Medium ,5718.3, $11.05 , $26.52 ," $72,213.96 "," $4,332.84 "," $67,881.12 "," $18,053.49 "," $38,328.95 ",01/11/2023,11, November ,2023
Beverages,Japan, Blue Mountain Coffee , Medium ,3141.6, $22.10 , $773.50 ," $1,157,156.00 "," $69,429.36 "," $1,087,726.64 "," $859,601.60 "," $175,480.80 ",01/06/2023,6, June ,2023
Packaged and Prepared Foods,United States of America, Bourbon , Medium ,1999.2, $265.20 , $276.25 ," $262,990.00 "," $15,779.40 "," $247,210.60 "," $252,470.40 "," $(4,046.00)",01/02/2023,2, February ,2023
Packaged and Prepared Foods,China, Bourbon , Medium ,5785.5, $265.20 , $276.25 ," $761,068.75 "," $45,664.13 "," $715,404.63 "," $730,626.00 "," $(11,708.75)",01/02/2023,2, February ,2023
Snacks,Switzerland, Bourbon , Medium ,3213, $265.20 , $33.15 ," $50,719.50 "," $3,043.17 "," $47,676.33 "," $33,813.00 "," $10,664.10 ",01/05/2023,5, May ,2023
Beverages,Japan, Bourbon , Medium ,3141.6, $265.20 , $773.50 ," $1,157,156.00 "," $69,429.36 "," $1,087,726.64 "," $859,601.60 "," $175,480.80 ",01/06/2023,6, June ,2023
Beverages,Belgium, Bourbon , Medium ,3145.8, $265.20 , $15.47 ," $23,174.06 "," $1,390.44 "," $21,783.62 "," $16,552.90 "," $4,023.63 ",01/06/2023,6, June ,2023
Snacks,United States of America, Arabica , Medium ,5972.4, $552.50 , $33.15 ," $94,278.60 "," $5,656.72 "," $88,621.88 "," $62,852.40 "," $19,822.68 ",01/06/2023,6, June ,2023
Beverages,Belgium, Arabica , Medium ,3145.8, $552.50 , $15.47 ," $23,174.06 "," $1,390.44 "," $21,783.62 "," $16,552.90 "," $4,023.63 ",01/06/2023,6, June ,2023
Packaged and Prepared Foods,Japan, Caturra , Medium ,4173.75, $574.60 , $276.25 ," $549,046.88 "," $32,942.81 "," $516,104.06 "," $527,085.00 "," $(8,446.88)",01/01/2023,1, January ,2023
Beverages,Belgium, Caturra , Medium ,3525.9, $574.60 , $773.50 ," $1,298,706.50 "," $77,922.39 "," $1,220,784.11 "," $964,753.40 "," $196,946.70 ",01/09/2023,9, September ,2023
Snacks,China, Blue Mountain Coffee , Medium ,4615.8, $22.10 , $33.15 ," $72,863.70 "," $4,371.82 "," $68,491.88 "," $48,575.80 "," $15,320.06 ",01/08/2023,8, August ,2023
Snacks,Switzerland, Blue Mountain Coffee , Medium ,3660.3, $22.10 , $33.15 ," $57,780.45 "," $3,466.83 "," $54,313.62 "," $38,520.30 "," $12,148.71 ",01/08/2023,8, August ,2023
Snacks,China, Blue Mountain Coffee , Medium ,2421.3, $22.10 , $33.15 ," $38,221.95 "," $2,293.32 "," $35,928.63 "," $25,481.30 "," $8,036.41 ",01/10/2023,10, October ,2023
Beverages,Switzerland, Bourbon , Medium ,2102.1, $265.20 , $44.20 ," $44,244.20 "," $2,654.65 "," $41,589.55 "," $22,122.10 "," $14,974.96 ",01/08/2023,8, August ,2023
Beverages,Belgium, Bourbon , Medium ,2799.3, $265.20 , $15.47 ," $20,621.51 "," $1,237.29 "," $19,384.22 "," $14,729.65 "," $3,580.44 ",01/11/2023,11, November ,2023
Snacks,China, Arabica , Medium ,2421.3, $552.50 , $33.15 ," $38,221.95 "," $2,293.32 "," $35,928.63 "," $25,481.30 "," $8,036.41 ",01/10/2023,10, October ,2023
Dairy Products,Belgium, Robusta , Medium ,1526.7, $6.63 , $26.52 ," $19,280.04 "," $1,349.60 "," $17,930.44 "," $4,820.01 "," $10,084.94 ",01/02/2023,2, February ,2023
Dairy Products,United States of America, Robusta , Medium ,3956.4, $6.63 , $26.52 ," $49,963.68 "," $3,497.46 "," $46,466.22 "," $12,490.92 "," $26,134.85 ",01/08/2023,8, August ,2023
Dairy Products,Belgium, Typica , Medium ,4914, $11.05 , $26.52 ," $62,056.80 "," $4,343.98 "," $57,712.82 "," $15,514.20 "," $32,460.48 ",01/01/2023,1, January ,2023
Dairy Products,Japan, Typica , Medium ,4918.2, $11.05 , $26.52 ," $62,109.84 "," $4,347.69 "," $57,762.15 "," $15,527.46 "," $32,488.22 ",01/11/2023,11, November ,2023
Snacks,United States of America, Bourbon , Medium ,2650.2, $265.20 , $33.15 ," $41,835.30 "," $2,928.47 "," $38,906.83 "," $27,890.20 "," $8,474.33 ",01/05/2023,5, May ,2023
Beverages,United States of America, Bourbon , Medium ,2383.5, $265.20 , $15.47 ," $17,558.45 "," $1,229.09 "," $16,329.36 "," $12,541.75 "," $2,913.55 ",01/06/2023,6, June ,2023
Beverages,China, Bourbon , Medium ,1148.7, $265.20 , $15.47 ," $8,462.09 ", $592.35 ," $7,869.74 "," $6,044.35 "," $1,404.15 ",01/11/2023,11, November ,2023
Beverages,United States of America, Bourbon , Medium ,3322.2, $265.20 , $15.47 ," $24,473.54 "," $1,713.15 "," $22,760.39 "," $17,481.10 "," $4,060.99 ",01/12/2023,12, December ,2023
Dairy Products,Japan, Arabica , Medium ,3650.85, $552.50 , $26.52 ," $46,105.02 "," $3,227.35 "," $42,877.67 "," $11,526.26 "," $24,116.47 ",01/04/2023,4, April ,2023
Beverages,United States of America, Arabica , Medium ,3322.2, $552.50 , $15.47 ," $24,473.54 "," $1,713.15 "," $22,760.39 "," $17,481.10 "," $4,060.99 ",01/12/2023,12, December ,2023
Beverages,United States of America, Caturra , Medium ,2383.5, $574.60 , $15.47 ," $17,558.45 "," $1,229.09 "," $16,329.36 "," $12,541.75 "," $2,913.55 ",01/06/2023,6, June ,2023
Beverages,China, Robusta , Medium ,3698.1, $6.63 , $773.50 ," $1,362,133.50 "," $95,349.35 "," $1,266,784.16 "," $1,011,870.60 "," $196,087.35 ",01/03/2023,3, March ,2023
Frozen Foods,Japan, Robusta , Medium ,940.8, $6.63 , $663.00 ," $297,024.00 "," $20,791.68 "," $276,232.32 "," $247,520.00 "," $22,086.40 ",01/06/2023,6, June ,2023
Frozen Foods,Japan, Robusta , Medium ,4580.1, $6.63 , $663.00 ," $1,446,003.00 "," $101,220.21 "," $1,344,782.79 "," $1,205,002.50 "," $107,523.30 ",01/10/2023,10, October ,2023
Beverages,Japan, Typica , Medium ,4149.6, $11.05 , $44.20 ," $87,339.20 "," $6,113.74 "," $81,225.46 "," $43,669.60 "," $28,889.12 ",01/10/2023,10, October ,2023
Frozen Foods,Japan, Typica , Medium ,4580.1, $11.05 , $663.00 ," $1,446,003.00 "," $101,220.21 "," $1,344,782.79 "," $1,205,002.50 "," $107,523.30 ",01/10/2023,10, October ,2023
Frozen Foods,United States of America, Blue Mountain Coffee , Medium ,3574.2, $22.10 , $663.00 ," $1,128,426.00 "," $78,989.82 "," $1,049,436.18 "," $940,355.00 "," $83,908.60 ",01/05/2023,5, May ,2023
Frozen Foods,Japan, Blue Mountain Coffee , Medium ,940.8, $22.10 , $663.00 ," $297,024.00 "," $20,791.68 "," $276,232.32 "," $247,520.00 "," $22,086.40 ",01/06/2023,6, June ,2023
Packaged and Prepared Foods,Switzerland, Blue Mountain Coffee , Medium ,7377.3, $22.10 , $276.25 ," $970,466.25 "," $67,932.64 "," $902,533.61 "," $931,647.60 "," $(22,395.38)",01/07/2023,7, July ,2023
Snacks,Japan, Blue Mountain Coffee , Medium ,4412.1, $22.10 , $33.15 ," $69,648.15 "," $4,875.37 "," $64,772.78 "," $46,432.10 "," $14,108.22 ",01/08/2023,8, August ,2023
Beverages,Japan, Blue Mountain Coffee , Medium ,3223.5, $22.10 , $44.20 ," $67,847.00 "," $4,749.29 "," $63,097.71 "," $33,923.50 "," $22,441.70 ",01/09/2023,9, September ,2023
Frozen Foods,Japan, Bourbon , Medium ,3483.9, $265.20 , $663.00 ," $1,099,917.00 "," $76,994.19 "," $1,022,922.81 "," $916,597.50 "," $81,788.70 ",01/07/2023,7, July ,2023
Beverages,Belgium, Bourbon , Medium ,1278.9, $265.20 , $44.20 ," $26,917.80 "," $1,884.25 "," $25,033.55 "," $13,458.90 "," $8,903.58 ",01/08/2023,8, August ,2023
Packaged and Prepared Foods,Switzerland, Bourbon , Medium ,4382.7, $265.20 , $276.25 ," $576,533.75 "," $40,357.36 "," $536,176.39 "," $553,472.40 "," $(13,304.63)",01/09/2023,9, September ,2023
Beverages,Japan, Bourbon , Medium ,4149.6, $265.20 , $44.20 ," $87,339.20 "," $6,113.74 "," $81,225.46 "," $43,669.60 "," $28,889.12 ",01/10/2023,10, October ,2023
Frozen Foods,China, Bourbon , Medium ,2881.2, $265.20 , $663.00 ," $909,636.00 "," $63,674.52 "," $845,961.48 "," $758,030.00 "," $67,639.60 ",01/12/2023,12, December ,2023
Dairy Products,United States of America, Arabica , Medium ,6813.45, $552.50 , $26.52 ," $86,044.14 "," $6,023.09 "," $80,021.05 "," $21,511.04 "," $45,007.70 ",01/01/2023,1, January ,2023
Frozen Foods,Japan, Arabica , Medium ,2013.9, $552.50 , $663.00 ," $635,817.00 "," $44,507.19 "," $591,309.81 "," $529,847.50 "," $47,278.70 ",01/02/2023,2, February ,2023
Frozen Foods,Belgium, Arabica , Medium ,5768.7, $552.50 , $663.00 ," $1,821,261.00 "," $127,488.27 "," $1,693,772.73 "," $1,517,717.50 "," $135,427.10 ",01/02/2023,2, February ,2023
Packaged and Prepared Foods,United States of America, Caturra , Medium ,3454.5, $574.60 , $276.25 ," $454,431.25 "," $31,810.19 "," $422,621.06 "," $436,254.00 "," $(10,486.88)",01/05/2023,5, May ,2023
Beverages,Japan, Caturra , Medium ,6039.6, $574.60 , $773.50 ," $2,224,586.00 "," $155,721.02 "," $2,068,864.98 "," $1,652,549.60 "," $320,242.60 ",01/09/2023,9, September ,2023
Beverages,United States of America, Caturra , Medium ,2347.8, $574.60 , $44.20 ," $49,415.60 "," $3,459.09 "," $45,956.51 "," $24,707.80 "," $16,345.16 ",01/11/2023,11, November ,2023
Frozen Foods,China, Caturra , Medium ,2881.2, $574.60 , $663.00 ," $909,636.00 "," $63,674.52 "," $845,961.48 "," $758,030.00 "," $67,639.60 ",01/12/2023,12, December ,2023
Beverages,United States of America, Typica , Medium ,1024.8, $11.05 , $15.47 ," $7,549.36 ", $603.95 ," $6,945.41 "," $5,392.40 "," $1,194.62 ",01/02/2023,2, February ,2023
Beverages,China, Typica , Medium ,2692.2, $11.05 , $44.20 ," $56,664.40 "," $4,533.15 "," $52,131.25 "," $28,332.20 "," $18,306.96 ",01/06/2023,6, June ,2023
Beverages,United States of America, Blue Mountain Coffee , Medium ,539.7, $22.10 , $15.47 ," $3,975.79 ", $318.06 ," $3,657.73 "," $2,839.85 ", $629.14 ,01/05/2023,5, May ,2023
Beverages,China, Caturra , Medium ,2692.2, $574.60 , $44.20 ," $56,664.40 "," $4,533.15 "," $52,131.25 "," $28,332.20 "," $18,306.96 ",01/06/2023,6, June ,2023
Packaged and Prepared Foods,Belgium, Robusta , Medium ,3234, $6.63 , $276.25 ," $425,425.00 "," $34,034.00 "," $391,391.00 "," $408,408.00 "," $(13,090.00)",01/08/2023,8, August ,2023
Snacks,Japan, Robusta , Medium ,1029, $6.63 , $33.15 ," $16,243.50 "," $1,299.48 "," $14,944.02 "," $10,829.00 "," $3,165.40 ",01/11/2023,11, November ,2023
Beverages,Belgium, Robusta , Medium ,2860.2, $6.63 , $773.50 ," $1,053,507.00 "," $84,280.56 "," $969,226.44 "," $782,605.20 "," $143,554.80 ",01/12/2023,12, December ,2023
Snacks,Japan, Typica , Medium ,5252.1, $11.05 , $33.15 ," $82,908.15 "," $6,632.65 "," $76,275.50 "," $55,272.10 "," $16,156.46 ",01/03/2023,3, March ,2023
Beverages,United States of America, Typica , Medium ,1486.8, $11.05 , $44.20 ," $31,293.60 "," $2,503.49 "," $28,790.11 "," $15,646.80 "," $10,110.24 ",01/06/2023,6, June ,2023
Beverages,Switzerland, Typica , Medium ,1354.5, $11.05 , $44.20 ," $28,509.00 "," $2,280.72 "," $26,228.28 "," $14,254.50 "," $9,210.60 ",01/07/2023,7, July ,2023
Frozen Foods,Japan, Typica , Medium ,3280.2, $11.05 , $663.00 ," $1,035,606.00 "," $82,848.48 "," $952,757.52 "," $863,005.00 "," $69,040.40 ",01/08/2023,8, August ,2023
